order_id,customer_id,order_date,order_status
O12168,C1013,26-01-2025,Shipped
O12169,C1671,26-01-2025,Cancelled
O12170,C1950,26-01-2025,Placed
O12171,C1479,26-01-2025,Placed
O12172,C1369,26-01-2025,Cancelled
O12173,C1841,26-01-2025,Delivered
O12174,C1813,26-01-2025,Placed
O12175,C1843,26-01-2025,Delivered
O12176,C1541,26-01-2025,Placed
O12177,C1751,26-01-2025,Placed
O12178,C1854,26-01-2025,Delivered
O12179,C1079,26-01-2025,Shipped
O12180,C1983,26-01-2025,Placed
O12181,C1103,26-01-2025,Shipped
O12182,C1544,26-01-2025,Cancelled
O12183,C1194,26-01-2025,Shipped
O12184,C1538,26-01-2025,Shipped
O12185,C1583,26-01-2025,Shipped
O12186,C1571,26-01-2025,Cancelled
O12187,C1764,26-01-2025,Placed
O12188,C1784,26-01-2025,Delivered
O12189,C1690,26-01-2025,Cancelled
O12190,C1719,26-01-2025,Cancelled
O12191,C1904,26-01-2025,
O12192,C1170,26-01-2025,Shipped
O12193,C1563,26-01-2025,Cancelled
O12194,C1516,26-01-2025,Delivered
O12195,C1673,26-01-2025,Shipped
O12196,C1546,26-01-2025,Cancelled
O12197,C1955,26-01-2025,Delivered
O12198,C1924,26-01-2025,Delivered
O12199,C1563,26-01-2025,Delivered
O12200,C1865,26-01-2025,Delivered
O12201,C1422,26-01-2025,Cancelled
O12202,C1845,26-01-2025,Delivered
O12203,C1623,26-01-2025,
O12204,C1576,26-01-2025,Shipped
O12205,C1384,26-01-2025,Delivered
O12206,C1368,26-01-2025,Cancelled
O12207,C1458,26-01-2025,Cancelled
O12208,C1000,26-01-2025,Placed
O12209,C1291,26-01-2025,Placed
O12210,C1530,26-01-2025,Shipped
O12211,C1911,26-01-2025,
O12212,C1006,26-01-2025,Delivered
O12213,C1227,26-01-2025,Shipped
O12214,C1876,26-01-2025,Delivered
O12215,C1022,26-01-2025,Delivered
O12216,C1941,26-01-2025,Shipped
O12217,C1096,26-01-2025,Placed
O12218,C1471,26-01-2025,Delivered
O12219,C1159,26-01-2025,Shipped
O12220,C1271,26-01-2025,
O12221,C1910,26-01-2025,Shipped
O12222,C1238,26-01-2025,Delivered
O12223,C1830,26-01-2025,Delivered
O12224,C1584,27-01-2025,Cancelled
O12225,C1582,27-01-2025,Shipped
O12226,C1751,27-01-2025,Placed
O12227,C1740,27-01-2025,Delivered
O12228,C1811,27-01-2025,Cancelled
O12229,C1177,27-01-2025,
O12230,C1845,27-01-2025,Placed
O12231,C1609,27-01-2025,Delivered
O12232,C1038,27-01-2025,Cancelled
O12233,C1080,27-01-2025,Placed
O12234,C1943,27-01-2025,Delivered
O12235,C1356,27-01-2025,Cancelled
O12236,C1426,27-01-2025,Placed
O12237,C1890,27-01-2025,Shipped
O12238,C1765,27-01-2025,Placed
O12239,C1649,27-01-2025,Cancelled
O12240,C1055,27-01-2025,Delivered
O12241,C1536,27-01-2025,Placed
O12242,C1326,27-01-2025,Shipped
O12243,C1334,27-01-2025,Shipped
O12244,C1156,27-01-2025,Placed
O12245,C1689,27-01-2025,Cancelled
O12246,C1994,27-01-2025,Cancelled
O12247,C1770,27-01-2025,Placed
O12248,C1227,27-01-2025,
O12249,C1296,27-01-2025,Cancelled
O12250,C1151,27-01-2025,Shipped
O12251,C1344,27-01-2025,Placed
O12252,C1487,27-01-2025,Placed
O12253,C1561,27-01-2025,Cancelled
O12254,C1268,27-01-2025,Placed
O12255,C1408,27-01-2025,Cancelled
O12256,C1792,27-01-2025,
O12257,C1780,27-01-2025,Shipped
O12258,C1492,27-01-2025,Shipped
O12259,C1499,27-01-2025,Cancelled
O12260,C1667,27-01-2025,Shipped
O12261,C1574,27-01-2025,Shipped
O12262,C1248,27-01-2025,Placed
O12263,C1272,27-01-2025,
O12264,C1331,27-01-2025,Placed
O12265,C1115,27-01-2025,Cancelled
O12266,C1433,27-01-2025,Delivered
O12267,C1195,28-01-2025,Delivered
O12268,C1352,28-01-2025,Placed
O12269,C1788,28-01-2025,Delivered
O12270,C1173,28-01-2025,Delivered
O12271,C1631,28-01-2025,Cancelled
O12272,C1638,28-01-2025,Shipped
O12273,C1451,28-01-2025,Placed
O12274,C1946,28-01-2025,Shipped
O12275,C1204,28-01-2025,Delivered
O12276,C1159,28-01-2025,Placed
O12277,C1115,28-01-2025,Placed
O12278,C1248,28-01-2025,Shipped
O12279,C1889,28-01-2025,Delivered
O12280,C1014,28-01-2025,Delivered
O12281,C1710,28-01-2025,Placed
O12282,C1312,28-01-2025,Cancelled
O12283,C1482,28-01-2025,Placed
O12284,C1339,28-01-2025,Shipped
O12285,C1757,28-01-2025,Shipped
O12286,C1208,28-01-2025,Delivered
O12287,C1561,28-01-2025,Cancelled
O12288,C1637,28-01-2025,Shipped
O12289,C1711,28-01-2025,Placed
O12290,C1385,28-01-2025,Placed
O12291,C1261,28-01-2025,Shipped
O12292,C1061,28-01-2025,Delivered
O12293,C1205,28-01-2025,Delivered
O12294,C1054,28-01-2025,Cancelled
O12295,C1670,28-01-2025,Placed
O12296,C1068,28-01-2025,
O12297,C1676,28-01-2025,Delivered
O12298,C1678,28-01-2025,Delivered
O12299,C1885,28-01-2025,Placed
O12300,C1019,28-01-2025,Delivered
O12301,C1888,28-01-2025,Cancelled
O12302,C1236,28-01-2025,Cancelled
O12303,C1520,28-01-2025,Placed
O12304,C1925,28-01-2025,Delivered
O12305,C1496,28-01-2025,Placed
O12306,C1190,28-01-2025,Shipped
O12307,C1512,28-01-2025,Cancelled
O12308,C1574,28-01-2025,Placed
O12309,C1040,28-01-2025,Shipped
O12310,C1944,28-01-2025,Delivered
O12311,C1341,28-01-2025,Cancelled
O12312,C1402,28-01-2025,Shipped
O12313,C1018,28-01-2025,Delivered
O12314,C1700,28-01-2025,Delivered
O12315,C1363,28-01-2025,Delivered
O12316,C1241,28-01-2025,
O12317,C1831,28-01-2025,Placed
O12318,C1640,28-01-2025,Delivered
O12319,C1899,28-01-2025,
O12320,C1911,28-01-2025,Placed
O12321,C1966,28-01-2025,Delivered
O12322,C1230,28-01-2025,Shipped
O12323,C1349,28-01-2025,Cancelled
O12324,C1672,28-01-2025,Shipped
O12325,C1089,28-01-2025,Cancelled
O12326,C1533,28-01-2025,Shipped
O12327,C1427,28-01-2025,Shipped
O12328,C1586,28-01-2025,Shipped
O12329,C1436,28-01-2025,Delivered
O12330,C1931,28-01-2025,Delivered
O12331,C1459,28-01-2025,Shipped
O12332,C1211,28-01-2025,
O12333,C1594,28-01-2025,Shipped
O12334,C1883,28-01-2025,Shipped
O12335,C1316,28-01-2025,Shipped
O12336,C1440,28-01-2025,Shipped
O12337,C1671,28-01-2025,Shipped
O12338,C1325,28-01-2025,Placed
O12339,C1570,28-01-2025,Placed
O12340,C1188,28-01-2025,Delivered
O12341,C1859,28-01-2025,
O12342,C1744,28-01-2025,Placed
O12343,C1783,28-01-2025,Delivered
O12344,C1901,28-01-2025,Cancelled
O12345,C1984,28-01-2025,Cancelled
O12346,C1310,28-01-2025,Cancelled
O12347,C1763,28-01-2025,Delivered
O12348,C1155,28-01-2025,Shipped
O12349,C1109,28-01-2025,Shipped
O12350,C1189,28-01-2025,Placed
O12351,C1780,28-01-2025,Delivered
O12352,C1620,28-01-2025,Shipped
O12353,C1610,28-01-2025,Shipped
O12354,C1236,28-01-2025,Placed
O12355,C1367,28-01-2025,Placed
O12356,C1704,28-01-2025,Cancelled
O12357,C1137,28-01-2025,Cancelled
O12358,C1729,28-01-2025,Delivered
O12359,C1188,28-01-2025,Cancelled
O12360,C1503,28-01-2025,Cancelled
O12361,C1140,28-01-2025,Shipped
O12362,C1197,28-01-2025,Shipped
O12363,C1033,28-01-2025,Cancelled
O12364,C1782,28-01-2025,Placed
O12365,C1947,28-01-2025,Delivered
O12366,C1973,28-01-2025,Cancelled
O12367,C1227,28-01-2025,Shipped
O12368,C1775,28-01-2025,Shipped
O12369,C1067,28-01-2025,Shipped
O12370,C1949,28-01-2025,Cancelled
O12371,C1887,28-01-2025,Cancelled
O12372,C1704,28-01-2025,Delivered
O12373,C1887,28-01-2025,Cancelled
O12374,C1908,28-01-2025,Shipped
O12375,C1437,28-01-2025,Cancelled
O12376,C1622,29-01-2025,Cancelled
O12377,C1737,29-01-2025,Delivered
O12378,C1403,29-01-2025,Placed
O12379,C1533,29-01-2025,Placed
O12380,C1462,29-01-2025,Cancelled
O12381,C1846,29-01-2025,Placed
O12382,C1898,29-01-2025,Shipped
O12383,C1531,29-01-2025,Cancelled
O12384,C1752,29-01-2025,Placed
O12385,C1571,29-01-2025,Cancelled
O12386,C1528,29-01-2025,Placed
O12387,C1194,29-01-2025,Delivered
O12388,C1450,29-01-2025,
O12389,C1905,29-01-2025,Delivered
O12390,C1792,29-01-2025,Delivered
O12391,C1472,29-01-2025,Shipped
O12392,C1432,29-01-2025,Delivered
O12393,C1627,29-01-2025,Placed
O12394,C1706,29-01-2025,Shipped
O12395,C1474,29-01-2025,
O12396,C1092,29-01-2025,Placed
O12397,C1184,29-01-2025,Shipped
O12398,C1402,29-01-2025,Cancelled
O12399,C1331,29-01-2025,Cancelled
O12400,C1025,29-01-2025,Shipped
O12401,C1464,29-01-2025,Shipped
O12402,C1903,29-01-2025,Cancelled
O12403,C1092,29-01-2025,Delivered
O12404,C1331,29-01-2025,Shipped
O12405,C1735,29-01-2025,Placed
O12406,C1116,30-01-2025,Cancelled
O12407,C1649,30-01-2025,Delivered
O12408,C1087,30-01-2025,Cancelled
O12409,C1744,30-01-2025,Shipped
O12410,C1387,30-01-2025,Cancelled
O12411,C1044,30-01-2025,Shipped
O12412,C1934,30-01-2025,Delivered
O12413,C1579,30-01-2025,Shipped
O12414,C1166,30-01-2025,Shipped
O12415,C1183,30-01-2025,Placed
O12416,C1429,30-01-2025,Delivered
O12417,C1316,30-01-2025,Cancelled
O12418,C1295,30-01-2025,Shipped
O12419,C1120,30-01-2025,Shipped
O12420,C1983,30-01-2025,Shipped
O12421,C1003,30-01-2025,Delivered
O12422,C1012,30-01-2025,Cancelled
O12423,C1509,30-01-2025,Cancelled
O12424,C1556,30-01-2025,
O12425,C1622,30-01-2025,Cancelled
O12426,C1243,30-01-2025,Shipped
O12427,C1602,30-01-2025,Cancelled
O12428,C1464,30-01-2025,Cancelled
O12429,C1452,30-01-2025,Placed
O12430,C1615,30-01-2025,Placed
O12431,C1250,30-01-2025,Delivered
O12432,C1634,30-01-2025,Shipped
O12433,C1050,30-01-2025,
O12434,C1151,30-01-2025,Placed
O12435,C1668,30-01-2025,Delivered
O12436,C1037,30-01-2025,Shipped
O12437,C1874,30-01-2025,Placed
O12438,C1683,30-01-2025,Delivered
O12439,C1339,30-01-2025,Placed
O12440,C1050,30-01-2025,Placed
O12441,C1426,30-01-2025,Shipped
O12442,C1165,30-01-2025,Delivered
O12443,C1625,30-01-2025,Shipped
O12444,C1989,30-01-2025,Cancelled
O12445,C1767,30-01-2025,Delivered
O12446,C1953,30-01-2025,Placed
O12447,C1095,30-01-2025,Delivered
O12448,C1330,30-01-2025,Delivered
O12449,C1839,31-01-2025,Placed
O12450,C1776,31-01-2025,Cancelled
O12451,C1863,31-01-2025,Placed
O12452,C1299,31-01-2025,Cancelled
O12453,C1137,31-01-2025,Placed
O12454,C1711,31-01-2025,Delivered
O12455,C1337,31-01-2025,Cancelled
O12456,C1537,31-01-2025,Shipped
O12457,C1712,31-01-2025,Shipped
O12458,C1626,31-01-2025,Placed
O12459,C1111,31-01-2025,Placed
O12460,C1495,31-01-2025,Delivered
O12461,C1437,31-01-2025,Delivered
O12462,C1265,31-01-2025,Delivered
O12463,C1949,31-01-2025,Shipped
O12464,C1629,31-01-2025,Cancelled
O12465,C1532,31-01-2025,Cancelled
O12466,C1504,31-01-2025,Shipped
O12467,C1904,31-01-2025,Shipped
O12468,C1725,31-01-2025,Delivered
O12469,C1198,31-01-2025,Placed
O12470,C1121,31-01-2025,Placed
O12471,C1476,31-01-2025,Placed
O12472,C1755,31-01-2025,Shipped
O12473,C1818,31-01-2025,Cancelled
O12474,C1423,31-01-2025,Placed
O12475,C1341,31-01-2025,Delivered
O12476,C1573,31-01-2025,Shipped
O12477,C1011,31-01-2025,Shipped
O12478,C1706,31-01-2025,Delivered
O12479,C1260,31-01-2025,Placed
O12480,C1315,31-01-2025,Delivered
O12481,C1518,31-01-2025,Delivered
O12482,C1785,31-01-2025,Placed
O12483,C1116,31-01-2025,Delivered
O12484,C1349,31-01-2025,Cancelled
O12485,C1741,31-01-2025,Placed
O12486,C1852,31-01-2025,Shipped
O12487,C1198,31-01-2025,Delivered
O12488,C1853,31-01-2025,Delivered
O12489,C1944,31-01-2025,Cancelled
O12490,C1938,31-01-2025,
O12491,C1816,31-01-2025,Placed
O12492,C1661,31-01-2025,Shipped
O12493,C1493,31-01-2025,Shipped
O12494,C1642,31-01-2025,Cancelled
O12495,C1913,31-01-2025,Delivered
O12496,C1473,31-01-2025,Cancelled
O12497,C1950,31-01-2025,Placed
O12498,C1855,31-01-2025,Delivered
O12499,C1578,31-01-2025,Delivered
O12500,C1568,31-01-2025,Placed
O12501,C1213,31-01-2025,Delivered
O12502,C1818,31-01-2025,Delivered
O12503,C1067,31-01-2025,Shipped
O12504,C1287,31-01-2025,Placed
O12505,C1347,31-01-2025,Cancelled
O12506,C1641,31-01-2025,Shipped
O12507,C1584,31-01-2025,Cancelled
O12508,C1191,31-01-2025,Placed
O12509,C1885,31-01-2025,Delivered
O12510,C1722,31-01-2025,Delivered
O12511,C1726,31-01-2025,Placed
O12512,C1278,31-01-2025,Cancelled
O12513,C1088,31-01-2025,Cancelled
O12514,C1898,31-01-2025,Shipped
O12515,C1380,31-01-2025,Cancelled
O12516,C1849,31-01-2025,Delivered
O12517,C1221,31-01-2025,Delivered
O12518,C1179,31-01-2025,Placed
O12519,C1383,31-01-2025,Placed
O12520,C1796,31-01-2025,Shipped
O12521,C1935,31-01-2025,Placed
O12522,C1454,31-01-2025,Placed
O12523,C1818,31-01-2025,Cancelled
O12524,C1926,31-01-2025,Shipped
O12525,C1194,31-01-2025,Delivered
O12526,C1945,31-01-2025,Cancelled
O12527,C1750,31-01-2025,Delivered
O12528,C1794,31-01-2025,Delivered
O12529,C1146,31-01-2025,Placed
O12530,C1841,31-01-2025,Shipped
O12531,C1210,31-01-2025,
O12532,C1470,31-01-2025,Cancelled
O12533,C1730,31-01-2025,Placed
O12534,C1004,31-01-2025,Delivered
O12535,C1954,31-01-2025,Placed
O12536,C1703,31-01-2025,Placed
O12537,C1341,31-01-2025,Cancelled
O12538,C1910,31-01-2025,Placed
O12539,C1105,31-01-2025,Delivered
O12540,C1023,31-01-2025,Delivered
O12541,C1654,31-01-2025,Shipped
O12542,C1328,31-01-2025,Shipped
O12543,C1197,31-01-2025,Delivered
O12544,C1283,31-01-2025,Delivered
O12545,C1791,31-01-2025,Cancelled
O12546,C1687,31-01-2025,Placed
O12547,C1279,31-01-2025,Shipped
O12548,C1161,31-01-2025,Delivered
O12549,C1117,31-01-2025,Placed
O12550,C1981,31-01-2025,Placed
O12551,C1211,31-01-2025,Delivered
O12552,C1562,31-01-2025,Delivered
O12553,C1277,31-01-2025,Shipped
O12554,C1965,31-01-2025,Delivered
O12555,C1587,31-01-2025,Shipped
O12556,C1175,31-01-2025,Placed
O12557,C1318,31-01-2025,Delivered
O12558,C1553,31-01-2025,Cancelled
O12559,C1051,31-01-2025,Shipped
O12560,C1029,31-01-2025,Cancelled
O12561,C1924,31-01-2025,Placed
O12562,C1108,31-01-2025,Cancelled
O12563,C1055,31-01-2025,Placed
O12564,C1436,31-01-2025,Cancelled
O12565,C1183,31-01-2025,Cancelled
O12566,C1319,01-02-2025,Delivered
O12567,C1837,01-02-2025,Shipped
O12568,C1730,01-02-2025,Placed
O12569,C1997,01-02-2025,Cancelled
O12570,C1581,01-02-2025,Shipped
O12571,C1095,01-02-2025,Cancelled
O12572,C1099,01-02-2025,Cancelled
O12573,C1317,01-02-2025,Cancelled
O12574,C1481,01-02-2025,Shipped
O12575,C1970,01-02-2025,Shipped
O12576,C1147,01-02-2025,Delivered
O12577,C1934,01-02-2025,Delivered
O12578,C1401,01-02-2025,Shipped
O12579,C1716,01-02-2025,Delivered
O12580,C1807,01-02-2025,Delivered
O12581,C1464,01-02-2025,Cancelled
O12582,C1030,01-02-2025,Placed
O12583,C1486,01-02-2025,Placed
O12584,C1359,01-02-2025,Cancelled
O12585,C1472,01-02-2025,Shipped
O12586,C1289,01-02-2025,Delivered
O12587,C1618,01-02-2025,Shipped
O12588,C1520,01-02-2025,Placed
O12589,C1415,01-02-2025,Placed
O12590,C1333,01-02-2025,Placed
O12591,C1811,01-02-2025,Delivered
O12592,C1545,01-02-2025,Cancelled
O12593,C1410,01-02-2025,Cancelled
O12594,C1244,01-02-2025,Shipped
O12595,C1561,01-02-2025,Shipped
O12596,C1997,01-02-2025,Cancelled
O12597,C1393,01-02-2025,Placed
O12598,C1348,01-02-2025,Shipped
O12599,C1833,01-02-2025,Cancelled
O12600,C1803,01-02-2025,
O12601,C1580,01-02-2025,Delivered
O12602,C1557,01-02-2025,Shipped
O12603,C1177,01-02-2025,Placed
O12604,C1757,01-02-2025,Cancelled
O12605,C1117,01-02-2025,Cancelled
O12606,C1333,01-02-2025,Placed
O12607,C1841,01-02-2025,Cancelled
O12608,C1180,01-02-2025,Delivered
O12609,C1978,01-02-2025,Cancelled
O12610,C1071,01-02-2025,Placed
O12611,C1701,01-02-2025,Cancelled
O12612,C1335,01-02-2025,Cancelled
O12613,C1660,01-02-2025,Placed
O12614,C1092,01-02-2025,Shipped
O12615,C1836,01-02-2025,Shipped
O12616,C1908,01-02-2025,Placed
O12617,C1775,01-02-2025,Shipped
O12618,C1676,01-02-2025,Shipped
O12619,C1463,01-02-2025,Delivered
O12620,C1399,01-02-2025,Cancelled
O12621,C1200,01-02-2025,Shipped
O12622,C1697,01-02-2025,Delivered
O12623,C1306,01-02-2025,Delivered
O12624,C1940,01-02-2025,Cancelled
O12625,C1735,01-02-2025,Delivered
O12626,C1091,01-02-2025,Placed
O12627,C1626,01-02-2025,Cancelled
O12628,C1867,01-02-2025,Shipped
O12629,C1872,01-02-2025,Delivered
O12630,C1063,01-02-2025,Delivered
O12631,C1922,01-02-2025,Placed
O12632,C1000,01-02-2025,Delivered
O12633,C1112,01-02-2025,Delivered
O12634,C1886,01-02-2025,Placed
O12635,C1240,01-02-2025,Cancelled
O12636,C1719,01-02-2025,Cancelled
O12637,C1640,01-02-2025,Delivered
O12638,C1728,01-02-2025,Cancelled
O12639,C1415,01-02-2025,Cancelled
O12640,C1445,01-02-2025,Shipped
O12641,C1678,01-02-2025,Shipped
O12642,C1486,01-02-2025,Shipped
O12643,C1192,01-02-2025,Cancelled
O12644,C1863,01-02-2025,Delivered
O12645,C1860,01-02-2025,Cancelled
O12646,C1157,01-02-2025,Delivered
O12647,C1893,01-02-2025,Shipped
O12648,C1137,01-02-2025,Placed
O12649,C1073,01-02-2025,Placed
O12650,C1147,01-02-2025,Cancelled
O12651,C1673,01-02-2025,Cancelled
O12652,C1998,01-02-2025,Shipped
O12653,C1086,01-02-2025,Shipped
O12654,C1657,01-02-2025,Cancelled
O12655,C1880,01-02-2025,Cancelled
O12656,C1915,01-02-2025,Cancelled
O12657,C1638,01-02-2025,Shipped
O12658,C1465,01-02-2025,Cancelled
O12659,C1565,01-02-2025,Cancelled
O12660,C1393,01-02-2025,Delivered
O12661,C1231,01-02-2025,Shipped
O12662,C1434,01-02-2025,Placed
O12663,C1591,01-02-2025,Cancelled
O12664,C1867,01-02-2025,Shipped
O12665,C1729,01-02-2025,Delivered
O12666,C1420,01-02-2025,Delivered
O12667,C1034,01-02-2025,Placed
O12668,C1581,01-02-2025,
O12669,C1721,01-02-2025,Delivered
O12670,C1115,01-02-2025,Cancelled
O12671,C1984,01-02-2025,Placed
O12672,C1145,01-02-2025,Delivered
O12673,C1476,01-02-2025,Placed
O12674,C1535,01-02-2025,Placed
O12675,C1251,01-02-2025,Cancelled
O12676,C1645,01-02-2025,Placed
O12677,C1627,02-02-2025,Placed
O12678,C1925,02-02-2025,Delivered
O12679,C1547,02-02-2025,Placed
O12680,C1480,02-02-2025,Cancelled
O12681,C1524,02-02-2025,Cancelled
O12682,C1587,02-02-2025,Delivered
O12683,C1431,02-02-2025,Delivered
O12684,C1983,02-02-2025,Delivered
O12685,C1296,02-02-2025,Shipped
O12686,C1036,02-02-2025,Delivered
O12687,C1744,02-02-2025,Delivered
O12688,C1062,02-02-2025,Cancelled
O12689,C1592,02-02-2025,Shipped
O12690,C1586,02-02-2025,Placed
O12691,C1672,02-02-2025,Delivered
O12692,C1828,02-02-2025,Placed
O12693,C1293,02-02-2025,Cancelled
O12694,C1084,02-02-2025,Shipped
O12695,C1517,02-02-2025,Placed
O12696,C1871,02-02-2025,Delivered
O12697,C1258,02-02-2025,
O12698,C1630,02-02-2025,Delivered
O12699,C1281,02-02-2025,Delivered
O12700,C1014,02-02-2025,Placed
O12701,C1618,02-02-2025,Shipped
O12702,C1931,02-02-2025,Shipped
O12703,C1674,02-02-2025,Cancelled
O12704,C1378,02-02-2025,Shipped
O12705,C1267,02-02-2025,Shipped
O12706,C1496,02-02-2025,Shipped
O12707,C1818,02-02-2025,Placed
O12708,C1351,02-02-2025,Placed
O12709,C1990,02-02-2025,Shipped
O12710,C1609,02-02-2025,Shipped
O12711,C1857,02-02-2025,Cancelled
O12712,C1770,02-02-2025,Cancelled
O12713,C1788,02-02-2025,Cancelled
O12714,C1243,02-02-2025,Cancelled
O12715,C1743,02-02-2025,Shipped
O12716,C1215,02-02-2025,Delivered
O12717,C1055,02-02-2025,Delivered
O12718,C1773,02-02-2025,Placed
O12719,C1053,02-02-2025,Shipped
O12720,C1475,02-02-2025,Cancelled
O12721,C1487,02-02-2025,Delivered
O12722,C1487,02-02-2025,Shipped
O12723,C1388,02-02-2025,Cancelled
O12724,C1485,02-02-2025,Delivered
O12725,C1148,02-02-2025,Cancelled
O12726,C1012,02-02-2025,Delivered
O12727,C1949,02-02-2025,Cancelled
O12728,C1391,02-02-2025,Delivered
O12729,C1984,02-02-2025,Placed
O12730,C1099,02-02-2025,Delivered
O12731,C1979,02-02-2025,Cancelled
O12732,C1625,02-02-2025,Delivered
O12733,C1343,02-02-2025,Delivered
O12734,C1273,02-02-2025,Placed
O12735,C1261,02-02-2025,Cancelled
O12736,C1472,02-02-2025,Shipped
O12737,C1751,02-02-2025,Shipped
O12738,C1532,02-02-2025,Delivered
O12739,C1693,02-02-2025,Shipped
O12740,C1320,02-02-2025,Placed
O12741,C1688,02-02-2025,Placed
O12742,C1851,02-02-2025,Placed
O12743,C1012,02-02-2025,Cancelled
O12744,C1100,02-02-2025,Placed
O12745,C1701,02-02-2025,Cancelled
O12746,C1359,02-02-2025,Shipped
O12747,C1742,02-02-2025,Delivered
O12748,C1257,02-02-2025,Shipped
O12749,C1034,02-02-2025,Placed
O12750,C1634,02-02-2025,
O12751,C1058,02-02-2025,Shipped
O12752,C1973,02-02-2025,Placed
O12753,C1725,02-02-2025,Placed
O12754,C1088,02-02-2025,Shipped
O12755,C1384,02-02-2025,Shipped
O12756,C1917,02-02-2025,Placed
O12757,C1712,02-02-2025,Shipped
O12758,C1259,02-02-2025,Delivered
O12759,C1478,02-02-2025,Placed
O12760,C1654,02-02-2025,Cancelled
O12761,C1944,02-02-2025,Delivered
O12762,C1787,02-02-2025,Cancelled
O12763,C1708,02-02-2025,Delivered
O12764,C1263,02-02-2025,Shipped
O12765,C1799,02-02-2025,Placed
O12766,C1283,02-02-2025,Placed
O12767,C1391,02-02-2025,Cancelled
O12768,C1340,02-02-2025,Placed
O12769,C1264,02-02-2025,Delivered
O12770,C1182,02-02-2025,Cancelled
O12771,C1071,02-02-2025,Cancelled
O12772,C1950,02-02-2025,Shipped
O12773,C1624,02-02-2025,Cancelled
O12774,C1182,02-02-2025,Cancelled
O12775,C1111,02-02-2025,Shipped
O12776,C1223,03-02-2025,Placed
O12777,C1934,03-02-2025,Cancelled
O12778,C1732,03-02-2025,Delivered
O12779,C1105,03-02-2025,Placed
O12780,C1074,03-02-2025,Placed
O12781,C1585,03-02-2025,Delivered
O12782,C1795,03-02-2025,Cancelled
O12783,C1019,03-02-2025,Cancelled
O12784,C1152,03-02-2025,Placed
O12785,C1955,03-02-2025,Placed
O12786,C1680,03-02-2025,Cancelled
O12787,C1272,03-02-2025,Shipped
O12788,C1716,03-02-2025,Delivered
O12789,C1926,03-02-2025,Cancelled
O12790,C1588,03-02-2025,Placed
O12791,C1527,03-02-2025,Cancelled
O12792,C1489,03-02-2025,Cancelled
O12793,C1413,03-02-2025,Placed
O12794,C1553,03-02-2025,Shipped
O12795,C1003,03-02-2025,Cancelled
O12796,C1977,03-02-2025,Cancelled
O12797,C1124,03-02-2025,Delivered
O12798,C1341,03-02-2025,Delivered
O12799,C1410,03-02-2025,Placed
O12800,C1647,03-02-2025,Placed
O12801,C1374,03-02-2025,Delivered
O12802,C1082,03-02-2025,Cancelled
O12803,C1778,03-02-2025,Delivered
O12804,C1663,03-02-2025,Shipped
O12805,C1180,03-02-2025,Placed
O12806,C1990,03-02-2025,Cancelled
O12807,C1676,03-02-2025,Shipped
O12808,C1306,03-02-2025,Cancelled
O12809,C1917,03-02-2025,Placed
O12810,C1645,03-02-2025,Delivered
O12811,C1498,03-02-2025,Placed
O12812,C1906,03-02-2025,
O12813,C1752,03-02-2025,Shipped
O12814,C1143,03-02-2025,Placed
O12815,C1197,03-02-2025,Placed
O12816,C1737,03-02-2025,Shipped
O12817,C1500,03-02-2025,Cancelled
O12818,C1064,03-02-2025,Delivered
O12819,C1511,03-02-2025,Cancelled
O12820,C1989,03-02-2025,Placed
O12821,C1037,03-02-2025,Delivered
O12822,C1057,03-02-2025,Delivered
O12823,C1806,03-02-2025,Placed
O12824,C1415,03-02-2025,Placed
O12825,C1216,03-02-2025,Cancelled
O12826,C1962,03-02-2025,Shipped
O12827,C1758,03-02-2025,Shipped
O12828,C1947,03-02-2025,
O12829,C1037,03-02-2025,Shipped
O12830,C1500,03-02-2025,Placed
O12831,C1482,03-02-2025,Placed
O12832,C1248,03-02-2025,Shipped
O12833,C1014,03-02-2025,Shipped
O12834,C1647,03-02-2025,Placed
O12835,C1926,03-02-2025,Delivered
O12836,C1840,03-02-2025,Placed
O12837,C1467,03-02-2025,Shipped
O12838,C1855,03-02-2025,Placed
O12839,C1837,03-02-2025,Placed
O12840,C1116,03-02-2025,Cancelled
O12841,C1609,03-02-2025,Shipped
O12842,C1064,03-02-2025,Shipped
O12843,C1436,03-02-2025,Delivered
O12844,C1830,03-02-2025,Cancelled
O12845,C1332,03-02-2025,Placed
O12846,C1999,03-02-2025,Shipped
O12847,C1329,03-02-2025,Shipped
O12848,C1782,03-02-2025,Placed
O12849,C1607,03-02-2025,Shipped
O12850,C1343,03-02-2025,Placed
O12851,C1123,03-02-2025,Delivered
O12852,C1144,03-02-2025,Cancelled
O12853,C1172,03-02-2025,Delivered
O12854,C1566,03-02-2025,Shipped
O12855,C1449,03-02-2025,Shipped
O12856,C1947,03-02-2025,Placed
O12857,C1136,03-02-2025,Placed
O12858,C1810,03-02-2025,Cancelled
O12859,C1796,03-02-2025,Shipped
O12860,C1016,03-02-2025,Cancelled
O12861,C1082,03-02-2025,Placed
O12862,C1007,03-02-2025,Shipped
O12863,C1948,03-02-2025,Placed
O12864,C1723,03-02-2025,Delivered
O12865,C1426,03-02-2025,Cancelled
O12866,C1708,03-02-2025,Shipped
O12867,C1211,03-02-2025,Shipped
O12868,C1655,03-02-2025,Delivered
O12869,C1535,03-02-2025,Cancelled
O12870,C1421,03-02-2025,Shipped
O12871,C1960,03-02-2025,Shipped
