order_id,product_id,quantity,unit_price,total_price,discount
O12681,P1093,5,171.01,855.05,0.0
O23739,P1236,3,268.43,644.23,0.2
O12067,P1150,3,164.09,487.35,0.01
O19451,P1146,2,114.46,210.61,0.08
O11855,P1007,5,63.19,281.2,0.11
O17130,P1206,5,176.3,634.68,
O23852,P1206,1,176.3,126.94,0.28
O18699,P1192,3,243.01,532.19,0.27
O16888,P1037,5,221.41,896.71,0.19
O15219,P1058,1,64.11,62.19,0.03
O10428,P1145,3,20.83,48.74,0.22
O23856,P1166,5,43.66,209.57,0.04
O22020,P1268,2,81.73,158.56,0.03
O23049,P1000,5,285.71,1257.12,0.12
O17945,P1185,1,15.28,13.9,0.09
O20839,P1261,3,254.21,610.1,0.2
O24020,P1081,3,165.37,441.54,0.11
O22863,P1046,5,172.77,613.33,0.29
O17822,P1132,5,224.82,809.35,0.28
O23514,P1082,1,252.24,179.09,0.29
O14451,P1273,1,204.76,167.9,0.18
O15823,P1269,5,47.46,208.82,0.12
O23858,P1275,5,257.13,1028.52,0.2
O10907,P1022,2,202.13,400.22,0.01
O15983,P1294,1,54.05,47.02,0.13
O21423,P1266,1,171.08,143.71,0.16
O15897,P1109,3,256.27,538.17,0.3
O14621,P1041,3,28.43,63.97,
O20120,P1185,3,15.28,36.21,0.21
O10586,P1242,3,271.34,643.08,0.21
O17508,P1051,3,157.49,472.47,0.0
O12165,P1180,3,196.55,518.89,0.12
O16380,P1281,2,14.22,26.45,0.07
O18038,P1105,3,210.65,492.92,0.22
O14376,P1079,3,221.18,570.64,0.14
O15848,P1135,3,244.93,573.14,0.22
O22002,P1047,3,153.2,418.24,0.09
O21624,P1249,5,296.0,1198.8,0.19
O16395,P1135,5,244.93,1200.16,0.02
O13449,P1291,2,105.34,153.8,0.27
O23567,P1209,3,228.19,520.27,0.24
O21302,P1029,3,104.35,288.01,0.08
O13010,P1274,1,233.97,187.18,0.2
O21609,P1058,3,64.11,155.79,0.19
O10432,P1233,3,261.89,777.81,0.01
O13535,P1008,1,162.18,144.34,0.11
O21236,P1040,5,190.76,724.89,0.24
O12630,P1167,5,21.81,77.43,0.29
O22021,P1243,5,91.48,411.66,0.1
O12142,P1161,2,91.18,169.59,0.07
O17779,P1046,5,172.77,768.83,0.11
O19368,P1258,3,245.06,639.61,0.13
O21014,P1045,5,216.84,899.89,0.17
O10986,P1104,3,56.63,154.6,0.09
O23787,P1073,2,155.78,280.4,0.1
O22048,P1020,5,153.6,568.32,0.26
O23384,P1204,5,36.47,136.76,0.25
O10374,P1192,2,243.01,393.68,0.19
O16713,P1141,5,37.25,184.39,0.01
O23286,P1271,1,204.79,184.31,0.1
O22909,P1196,2,235.16,371.55,0.21
O22744,P1294,5,54.05,256.74,0.05
O17129,P1015,3,59.45,135.55,0.24
O14328,P1121,2,117.35,173.68,0.26
O20509,P1030,3,88.69,194.23,0.27
O13220,P1181,3,168.23,368.42,0.27
O10756,P1206,1,176.3,142.8,0.19
O17896,P1266,5,171.08,709.98,
O23139,P1224,1,34.22,31.48,0.08
O17083,P1196,3,235.16,691.37,0.02
O13668,P1017,5,244.44,1148.87,0.06
O18122,P1152,5,293.0,1128.05,0.23
O21153,P1234,3,289.33,668.35,0.23
O12286,P1121,3,117.35,316.84,0.1
O18044,P1156,1,289.17,271.82,0.06
O16882,P1087,3,60.57,143.55,0.21
O19244,P1186,1,208.07,191.42,0.08
O19607,P1071,1,97.25,80.72,0.17
O16383,P1233,2,261.89,481.88,0.08
O21146,P1044,5,146.94,690.62,0.06
O19534,P1164,3,81.84,211.15,
O10355,P1169,5,38.37,155.4,0.19
O23153,P1148,2,72.59,121.95,0.16
O15621,P1237,2,297.96,518.45,0.13
O15640,P1257,1,17.65,15.0,0.15
O11623,P1045,5,216.84,823.99,0.24
O19935,P1144,1,181.34,150.51,0.17
O15712,P1238,5,170.62,614.23,0.28
O20044,P1107,5,78.8,307.32,0.22
O18686,P1142,1,20.42,17.15,0.16
O17870,P1182,2,121.97,226.86,0.07
O13410,P1106,1,75.04,57.78,0.23
O17835,P1191,1,264.47,201.0,0.24
O10346,P1190,1,212.05,156.92,0.26
O13222,P1170,2,147.31,253.37,
O22357,P1150,3,164.09,379.05,0.23
O23513,P1197,1,279.92,268.72,0.04
O12317,P1103,2,202.42,340.07,0.16
O22628,P1279,5,189.89,807.03,0.15
O14909,P1178,2,179.87,277.0,0.23
O12913,P1071,5,97.25,403.59,0.17
O19407,P1044,2,146.94,208.65,0.29
O22417,P1176,3,57.25,168.32,0.02
O20215,P1247,3,112.47,280.05,
O11600,P1087,1,60.57,55.72,0.08
O11479,P1130,5,297.12,1396.46,0.06
O21022,P1299,3,21.85,53.75,0.18
O20007,P1220,1,296.13,278.36,0.06
O11933,P1267,2,283.98,494.13,0.13
O19377,P1134,3,95.14,214.06,0.25
O16889,P1181,3,168.23,444.13,0.12
O10645,P1199,2,228.82,443.91,0.03
O11116,P1148,1,72.59,54.44,0.25
O18886,P1133,2,213.72,337.68,0.21
O19065,P1208,5,105.31,426.51,0.19
O19823,P1111,1,116.64,92.15,0.21
O14311,P1086,5,75.68,348.13,0.08
O15852,P1200,3,271.74,635.87,0.22
O11571,P1146,1,114.46,96.15,0.16
O20707,P1202,2,269.7,469.28,0.13
O10450,P1193,2,61.46,105.71,0.14
O23539,P1061,2,41.92,77.97,0.07
O19222,P1290,1,294.21,273.62,0.07
O16020,P1291,5,105.34,484.56,0.08
O17081,P1144,5,181.34,661.89,0.27
O20589,P1023,3,160.82,376.32,0.22
O12526,P1039,2,43.6,68.89,0.21
O19403,P1182,3,121.97,311.02,0.15
O23551,P1097,2,111.27,169.13,0.24
O19136,P1234,2,289.33,491.86,0.15
O21813,P1264,5,260.77,1225.62,0.06
O15853,P1001,3,183.61,545.32,0.01
O24526,P1131,2,160.32,246.89,0.23
O18681,P1216,3,39.33,100.29,0.15
O16306,P1004,2,215.34,340.24,0.21
O17766,P1201,5,249.67,998.68,0.2
O13953,P1087,3,60.57,136.28,0.25
O20286,P1289,3,84.89,193.55,0.24
O10879,P1246,2,64.56,127.83,0.01
O10159,P1058,2,64.11,124.37,0.03
O24322,P1009,5,94.46,349.5,0.26
O17780,P1125,2,121.68,187.39,0.23
O21203,P1254,1,220.46,156.53,0.29
O17437,P1176,2,57.25,96.18,0.16
O23336,P1015,1,59.45,51.13,0.14
O16570,P1150,2,164.09,249.42,0.24
O15861,P1058,1,64.11,61.55,0.04
O23786,P1121,3,117.35,320.37,0.09
O15775,P1248,2,32.54,51.41,0.21
O12587,P1264,5,260.77,1134.35,0.13
O17266,P1241,2,191.99,330.22,0.14
O14553,P1196,3,235.16,627.88,0.11
O21068,P1272,2,113.87,161.7,0.29
O21320,P1148,5,72.59,341.17,0.06
O12352,P1173,5,23.14,85.62,0.26
O19148,P1287,5,285.36,1227.05,0.14
O22489,P1020,5,153.6,714.24,0.07
O19653,P1145,2,20.83,32.08,0.23
O22022,P1190,3,212.05,610.7,0.04
O24100,P1069,1,291.82,218.86,0.25
O23129,P1212,2,169.36,254.04,0.25
O24008,P1247,5,112.47,438.63,0.22
O17248,P1142,2,20.42,39.61,0.03
O18297,P1272,5,113.87,421.32,0.26
O17866,P1280,3,71.76,157.15,
O18156,P1022,5,202.13,939.9,0.07
O20101,P1107,1,78.8,57.52,0.27
O10852,P1185,3,15.28,32.09,0.3
O10295,P1063,5,259.61,1142.28,0.12
O16216,P1022,2,202.13,392.13,0.03
O19778,P1199,5,228.82,880.96,0.23
O24191,P1197,5,279.92,1077.69,0.23
O15136,P1071,2,97.25,171.16,0.12
O23678,P1124,3,257.37,594.52,0.23
O11643,P1107,3,78.8,179.66,0.24
O17963,P1029,2,104.35,152.35,0.27
O11217,P1168,1,214.06,151.98,0.29
O12305,P1161,1,91.18,77.5,0.15
O14680,P1073,1,155.78,138.64,0.11
O14323,P1268,1,81.73,69.47,0.15
O21540,P1128,1,211.85,182.19,0.14
O17539,P1238,1,170.62,133.08,0.22
O19286,P1195,1,129.66,124.47,0.04
O12206,P1058,3,64.11,136.55,
O14085,P1220,2,296.13,456.04,
O17477,P1179,1,176.89,157.43,0.11
O12949,P1245,5,189.84,930.22,0.02
O15970,P1156,5,289.17,1098.85,0.24
O18668,P1089,1,49.88,41.9,0.16
O14769,P1266,5,171.08,821.18,0.04
O13637,P1240,3,211.77,501.89,0.21
O15207,P1050,1,194.56,184.83,0.05
O11293,P1250,2,165.47,301.16,0.09
O16062,P1062,2,133.86,243.63,0.09
O11033,P1156,1,289.17,263.14,0.09
O10497,P1282,1,181.08,162.97,0.1
O21784,P1080,3,193.37,580.11,0.0
O18374,P1287,3,285.36,607.82,0.29
O16051,P1085,5,14.81,68.13,0.08
O17256,P1188,2,16.75,26.8,0.2
O24340,P1203,1,13.14,9.59,0.27
O23313,P1105,2,210.65,417.09,0.01
O17817,P1167,1,21.81,18.32,0.16
O21377,P1094,1,80.14,78.54,0.02
O21860,P1210,1,238.99,215.09,0.1
O20880,P1215,5,230.84,934.9,0.19
O14509,P1020,2,153.6,307.2,0.0
O11511,P1245,5,189.84,759.36,0.2
O15889,P1171,5,135.82,577.23,0.15
O10454,P1115,5,155.76,630.83,0.19
O13821,P1002,1,55.24,39.77,0.28
O13029,P1091,1,264.43,203.61,0.23
O21561,P1003,5,261.19,1044.76,0.2
O13491,P1190,5,212.05,911.82,0.14
O13491,P1173,2,23.14,40.26,0.13
O23661,P1054,5,32.32,138.98,0.14
O23292,P1223,1,228.48,189.64,0.17
O11366,P1159,1,82.57,76.79,0.07
O11600,P1202,3,269.7,623.01,0.23
O19268,P1239,2,161.7,278.12,0.14
O16778,P1203,2,13.14,19.45,0.26
O11257,P1214,2,43.95,83.5,0.05
O24173,P1133,2,213.72,341.95,0.2
O21894,P1276,3,172.67,414.41,0.2
O10254,P1194,1,243.98,236.66,0.03
O16814,P1134,1,95.14,81.82,0.14
O13419,P1057,5,262.72,1090.29,0.17
O15482,P1205,3,285.52,710.94,0.17
O23868,P1287,5,285.36,1369.73,0.04
O16600,P1186,1,208.07,201.83,0.03
O12802,P1192,3,243.01,721.74,0.01
O24011,P1073,1,155.78,155.78,0.0
O14437,P1069,2,291.82,554.46,0.05
O15593,P1119,1,61.36,51.54,0.16
O23673,P1111,3,116.64,304.43,0.13
O23576,P1191,5,264.47,1229.79,0.07
O11367,P1113,1,124.0,90.52,0.27
O23599,P1247,1,112.47,104.6,0.07
O22880,P1188,1,16.75,15.58,0.07
O14961,P1004,3,215.34,510.36,0.21
O10861,P1285,1,237.26,185.06,0.22
O24650,P1188,3,16.75,35.68,0.29
O22228,P1037,2,221.41,358.68,0.19
O11147,P1208,1,105.31,92.67,0.12
O19374,P1250,3,165.47,362.38,0.27
O20014,P1129,5,38.18,146.99,0.23
O10952,P1016,2,285.18,547.55,0.04
O17895,P1205,5,285.52,1299.12,0.09
O19837,P1213,2,267.43,374.4,0.3
O23088,P1165,3,229.78,682.45,0.01
O23052,P1127,5,171.47,651.59,0.24
O17941,P1039,5,43.6,185.3,0.15
O16834,P1009,1,94.46,68.96,
O23882,P1074,3,90.81,242.46,0.11
O14205,P1200,3,271.74,660.33,0.19
O16160,P1259,2,53.62,84.72,0.21
O15190,P1051,5,157.49,700.83,0.11
O15733,P1185,1,15.28,13.6,0.11
O23719,P1221,3,117.49,296.07,0.16
O12771,P1172,2,188.6,358.34,0.05
O15072,P1110,5,174.81,786.64,0.1
O24170,P1134,3,95.14,279.71,0.02
O22404,P1042,1,104.3,86.57,0.17
O16337,P1149,3,34.75,79.23,0.24
O20861,P1220,5,296.13,1273.36,
O22400,P1084,1,181.36,141.46,0.22
O22785,P1036,5,246.48,911.98,0.26
O15529,P1294,3,54.05,158.91,0.02
O24414,P1169,1,38.37,34.53,
O22103,P1282,2,181.08,329.57,0.09
O18169,P1140,5,108.02,394.27,0.27
O11791,P1295,1,195.85,180.18,0.08
O14916,P1039,1,43.6,40.98,0.06
O16269,P1102,1,12.67,11.53,0.09
O16047,P1045,1,216.84,162.63,
O11239,P1043,5,194.89,945.22,0.03
O20996,P1248,3,32.54,90.79,0.07
O15801,P1183,5,272.55,953.92,0.3
O10688,P1031,2,113.46,201.96,0.11
O16578,P1131,5,160.32,785.57,0.02
O22091,P1134,5,95.14,437.64,0.08
O23930,P1278,3,18.35,42.94,0.22
O24542,P1106,1,75.04,72.04,0.04
O14303,P1018,3,38.32,98.87,0.14
O22027,P1169,3,38.37,96.69,0.16
O11497,P1159,3,82.57,205.6,0.17
O14571,P1182,2,121.97,192.71,0.21
O20225,P1120,3,286.64,670.74,0.22
O22546,P1290,2,294.21,511.93,0.13
O22267,P1249,5,296.0,1435.6,0.03
O18088,P1129,1,38.18,30.54,0.2
O18684,P1006,1,71.58,70.15,0.02
O21468,P1006,3,71.58,199.71,0.07
O23894,P1193,1,61.46,51.63,0.16
O11061,P1016,3,285.18,633.1,0.26
O23420,P1053,1,229.11,183.29,0.2
O13724,P1121,5,117.35,557.41,0.05
O20962,P1173,5,23.14,106.44,0.08
O22630,P1222,2,284.7,478.3,0.16
O16729,P1080,3,193.37,435.08,0.25
O24381,P1202,5,269.7,970.92,0.28
O10704,P1128,3,211.85,552.93,0.13
O12342,P1003,3,261.19,720.88,0.08
O11028,P1065,5,74.41,290.2,0.22
O21888,P1175,1,258.38,232.54,0.1
O14830,P1234,2,289.33,561.3,0.03
O24321,P1004,1,215.34,155.04,0.28
O17295,P1231,5,179.18,770.47,0.14
O20804,P1133,1,213.72,153.88,0.28
O17194,P1076,1,151.94,144.34,0.05
O10722,P1214,5,43.95,204.37,0.07
O18763,P1002,1,55.24,45.3,0.18
O14336,P1231,2,179.18,329.69,0.08
O16978,P1221,3,117.49,338.37,
O19449,P1084,5,181.36,825.19,0.09
O12525,P1139,2,240.78,390.06,0.19
O19764,P1212,5,169.36,635.1,0.25
O16413,P1231,5,179.18,743.6,0.17
O22078,P1083,1,64.09,50.63,0.21
O21193,P1262,1,145.92,110.9,0.24
O15126,P1206,3,176.3,396.68,0.25
O11990,P1104,5,56.63,257.67,0.09
O22835,P1097,1,111.27,82.34,0.26
O15282,P1217,1,213.28,204.75,0.04
O10479,P1204,5,36.47,158.64,0.13
O17084,P1079,1,221.18,190.21,0.14
O11316,P1099,5,236.16,1027.3,0.13
O15699,P1142,1,20.42,14.29,0.3
O21638,P1007,1,63.19,46.76,0.26
O10089,P1057,5,262.72,1142.83,0.13
O17753,P1086,3,75.68,165.74,0.27
O12933,P1280,3,71.76,198.06,0.08
O16024,P1101,3,270.58,795.51,0.02
O17480,P1270,5,185.79,863.92,0.07
O11681,P1119,5,61.36,282.26,0.08
O17916,P1298,5,59.97,281.86,0.06
O23093,P1125,1,121.68,91.26,0.25
O17101,P1018,5,38.32,164.78,0.14
O17997,P1005,2,291.27,500.98,0.14
O21273,P1053,1,229.11,192.45,0.16
O19897,P1256,2,261.16,428.3,0.18
O23080,P1207,2,140.05,232.48,0.17
O19064,P1101,2,270.58,476.22,0.12
O14905,P1120,1,286.64,280.91,0.02
O14242,P1041,2,28.43,46.63,0.18
O10174,P1284,2,110.99,159.83,0.28
O11814,P1190,3,212.05,502.56,0.21
O12595,P1269,5,47.46,215.94,0.09
O12895,P1143,3,167.37,376.58,0.25
O20193,P1029,5,104.35,474.79,0.09
O18761,P1062,2,133.86,251.66,0.06
O13215,P1027,5,277.34,1178.69,
O23578,P1103,5,202.42,880.53,0.13
O14593,P1068,1,213.88,196.77,0.08
O18583,P1216,1,39.33,32.64,0.17
O12794,P1035,1,67.63,62.9,0.07
O15657,P1187,3,102.5,282.9,0.08
O23240,P1106,3,75.04,166.59,0.26
O21273,P1048,5,133.99,602.96,0.1
O20289,P1098,5,270.16,1013.1,0.25
O19681,P1279,1,189.89,170.9,0.1
O11484,P1239,2,161.7,245.78,0.24
O20996,P1109,2,256.27,481.79,0.06
O15607,P1033,5,242.64,1128.28,0.07
O23067,P1175,2,258.38,366.9,0.29
O10996,P1020,2,153.6,218.11,0.29
O16798,P1107,1,78.8,70.92,0.1
O22173,P1289,1,84.89,61.97,0.27
O24085,P1079,1,221.18,185.79,0.16
O12436,P1202,3,269.7,728.19,0.1
O18042,P1297,1,147.45,120.91,0.18
O22978,P1028,1,66.84,52.14,0.22
O23924,P1111,5,116.64,414.07,0.29
O24335,P1173,2,23.14,33.78,0.27
O21758,P1254,1,220.46,216.05,0.02
O22045,P1202,5,269.7,1105.77,0.18
O21768,P1208,2,105.31,208.51,0.01
O17498,P1221,1,117.49,98.69,0.16
O13710,P1298,3,59.97,134.93,0.25
O15522,P1144,3,181.34,435.22,0.2
O24499,P1073,1,155.78,124.62,0.2
O15210,P1123,1,290.33,272.91,0.06
O16413,P1103,5,202.42,840.04,0.17
O16206,P1169,1,38.37,30.31,0.21
O17136,P1192,5,243.01,1093.54,0.1
O12485,P1231,5,179.18,636.09,0.29
O24351,P1273,3,204.76,571.28,0.07
O18875,P1267,5,283.98,1135.92,0.2
O24310,P1230,2,198.27,352.92,0.11
O16320,P1089,1,49.88,49.88,0.0
O12175,P1024,3,63.61,135.49,0.29
O13989,P1171,5,135.82,550.07,0.19
O18412,P1081,5,165.37,669.75,0.19
O13080,P1029,2,104.35,166.96,0.2
O23260,P1150,1,164.09,152.6,0.07
O20138,P1063,2,259.61,425.76,0.18
O12912,P1223,3,228.48,678.59,0.01
O24304,P1046,3,172.77,435.38,0.16
O15891,P1176,1,57.25,47.52,0.17
O23190,P1130,1,297.12,240.67,0.19
O16344,P1040,3,190.76,457.82,0.2
O10300,P1127,5,171.47,634.44,0.26
O19161,P1212,5,169.36,677.44,0.2
O23424,P1127,2,171.47,291.5,0.15
O23473,P1031,5,113.46,533.26,0.06
O11587,P1210,2,238.99,473.2,0.01
O20420,P1256,3,261.16,571.94,0.27
O24615,P1206,1,176.3,144.57,0.18
O22364,P1046,1,172.77,134.76,0.22
O10833,P1148,1,72.59,58.07,0.2
O17160,P1056,5,244.35,867.44,0.29
O15285,P1145,3,20.83,46.87,0.25
O18442,P1257,3,17.65,43.95,0.17
O13946,P1058,2,64.11,107.7,0.16
O10447,P1177,1,196.3,164.89,0.16
O14532,P1295,5,195.85,763.82,0.22
O11015,P1048,2,133.99,265.3,0.01
O21494,P1231,3,179.18,505.29,0.06
O23705,P1158,5,60.26,274.18,0.09
O10021,P1179,5,176.89,627.96,0.29
O24542,P1085,1,14.81,13.92,0.06
O16288,P1247,3,112.47,323.91,
O19260,P1171,2,135.82,236.33,0.13
O17705,P1006,3,71.58,206.15,0.04
O20220,P1075,1,79.47,77.88,0.02
O14663,P1022,3,202.13,466.92,0.23
O17659,P1038,1,31.47,25.49,0.19
O20411,P1013,3,159.13,472.62,0.01
O22248,P1075,2,79.47,135.1,0.15
O10945,P1195,3,129.66,369.53,0.05
O17698,P1166,1,43.66,43.22,
O12072,P1252,5,57.16,251.5,0.12
O20729,P1068,1,213.88,209.6,0.02
O12618,P1257,5,17.65,82.96,0.06
O16970,P1007,3,63.19,168.72,0.11
O16034,P1119,1,61.36,60.75,0.01
O13081,P1229,1,44.46,41.79,0.06
O21233,P1011,1,116.24,110.43,0.05
O15253,P1028,1,66.84,60.16,0.1
O23996,P1127,1,171.47,135.46,0.21
O24664,P1090,3,42.91,105.56,0.18
O18043,P1214,3,43.95,125.26,0.05
O14895,P1153,5,103.66,383.54,0.26
O13436,P1025,1,234.79,227.75,0.03
O18879,P1026,3,269.5,662.97,0.18
O12948,P1052,5,82.29,386.76,0.06
O15037,P1221,1,117.49,89.29,0.24
O16271,P1264,2,260.77,464.17,0.11
O18364,P1011,2,116.24,199.93,0.14
O18214,P1149,3,34.75,88.61,0.15
O22845,P1192,1,243.01,174.97,
O17281,P1047,2,153.2,242.06,0.21
O15643,P1011,3,116.24,341.75,0.02
O13665,P1138,2,198.49,361.25,0.09
O10215,P1214,3,43.95,121.3,0.08
O21361,P1290,2,294.21,541.35,0.08
O18785,P1056,3,244.35,718.39,0.02
O11195,P1065,3,74.41,207.6,0.07
O23798,P1252,3,57.16,130.32,0.24
O10918,P1057,1,262.72,252.21,0.04
O13088,P1030,3,88.69,223.5,0.16
O12572,P1189,3,91.74,231.18,0.16
O17669,P1266,1,171.08,157.39,0.08
O11505,P1243,5,91.48,443.68,0.03
O19058,P1127,5,171.47,625.87,0.27
O21018,P1103,3,202.42,589.04,0.03
O10220,P1043,3,194.89,485.28,0.17
O12000,P1077,2,80.2,137.94,0.14
O24179,P1214,1,43.95,35.6,0.19
O24372,P1215,3,230.84,650.97,0.06
O11438,P1261,1,254.21,198.28,0.22
O15879,P1104,1,56.63,47.57,0.16
O23463,P1289,3,84.89,219.02,0.14
O11668,P1080,2,193.37,340.33,0.12
O10361,P1157,1,211.83,160.99,0.24
O18070,P1040,3,190.76,457.82,0.2
O20353,P1038,1,31.47,31.16,0.01
O14503,P1029,3,104.35,269.22,0.14
O11109,P1114,3,193.03,503.81,0.13
O17009,P1087,2,60.57,94.49,0.22
O13543,P1261,2,254.21,376.23,0.26
O17746,P1135,5,244.93,1138.92,0.07
O21471,P1036,2,246.48,433.8,0.12
O22854,P1266,5,171.08,718.54,0.16
O19203,P1132,3,224.82,600.27,0.11
O17341,P1268,2,81.73,143.84,0.12
O18371,P1173,5,23.14,107.6,0.07
O23719,P1038,2,31.47,56.65,0.1
O10688,P1090,2,42.91,66.08,0.23
O21049,P1154,3,88.54,191.25,
O12919,P1101,2,270.58,524.93,0.03
O19875,P1245,1,189.84,161.36,0.15
O16151,P1192,1,243.01,216.28,0.11
O16012,P1095,5,270.19,1229.36,0.09
O13255,P1141,5,37.25,149.0,0.2
O23290,P1266,1,171.08,159.1,0.07
O17191,P1273,1,204.76,182.24,0.11
O12436,P1297,3,147.45,398.11,0.1
O23589,P1257,1,17.65,12.53,0.29
O13335,P1091,5,264.43,1216.38,0.08
O13361,P1164,3,81.84,225.88,0.08
O20086,P1147,1,161.45,130.77,0.19
O12243,P1052,3,82.29,234.53,0.05
O18768,P1190,1,212.05,190.85,0.1
O19297,P1117,2,219.51,417.07,0.05
O24640,P1161,5,91.18,360.16,0.21
O16379,P1117,3,219.51,500.48,0.24
O24248,P1228,2,145.91,256.8,0.12
O17056,P1299,3,21.85,57.03,0.13
O13400,P1297,5,147.45,737.25,0.0
O15733,P1085,2,14.81,27.84,0.06
O11376,P1272,3,113.87,290.37,0.15
O22111,P1178,3,179.87,437.08,0.19
O21353,P1277,3,127.01,365.79,0.04
O16108,P1101,5,270.58,1163.49,
O19042,P1252,1,57.16,46.3,0.19
O16031,P1186,1,208.07,151.89,
O22355,P1159,3,82.57,205.6,0.17
O11783,P1160,3,217.23,534.39,0.18
O16250,P1045,2,216.84,381.64,0.12
O22939,P1295,1,195.85,188.02,0.04
O18750,P1047,5,153.2,674.08,0.12
O20114,P1100,5,34.4,135.88,0.21
O24375,P1072,5,20.7,85.9,0.17
O22796,P1246,2,64.56,98.13,0.24
O13929,P1195,1,129.66,95.95,0.26
O12109,P1044,2,146.94,255.68,0.13
O10128,P1180,3,196.55,577.86,0.02
O12550,P1126,2,101.91,161.02,0.21
O13943,P1094,2,80.14,149.06,0.07
O21329,P1049,2,41.29,71.84,0.13
O11698,P1023,5,160.82,562.87,0.3
O10066,P1254,2,220.46,392.42,0.11
O15314,P1080,1,193.37,146.96,0.24
O20003,P1128,2,211.85,398.28,0.06
O18120,P1098,1,270.16,191.81,0.29
O14235,P1149,1,34.75,32.66,0.06
O10397,P1047,3,153.2,422.83,0.08
O14016,P1205,5,285.52,1170.63,0.18
O16218,P1042,5,104.3,495.42,0.05
O18439,P1281,3,14.22,39.67,0.07
O17656,P1208,1,105.31,102.15,0.03
O23300,P1230,5,198.27,773.25,0.22
O20687,P1119,2,61.36,120.27,0.02
O16368,P1274,1,233.97,187.18,0.2
O22095,P1080,2,193.37,301.66,0.22
O17603,P1122,3,279.21,611.47,0.27
O17809,P1075,5,79.47,389.4,0.02
O16989,P1122,2,279.21,390.89,0.3
O16771,P1145,1,20.83,19.16,0.08
O15847,P1023,2,160.82,308.77,0.04
O17954,P1115,2,155.76,274.14,0.12
O18682,P1202,1,269.7,191.49,0.29
O23813,P1145,2,20.83,31.24,0.25
O13297,P1090,2,42.91,84.96,0.01
O24465,P1166,1,43.66,31.0,0.29
O19244,P1285,5,237.26,996.49,0.16
O10484,P1023,1,160.82,115.79,0.28
O19973,P1184,2,30.11,49.98,0.17
O14826,P1197,5,279.92,1133.68,0.19
O18191,P1222,1,284.7,281.85,0.01
O20336,P1155,5,32.75,131.0,0.2
O15929,P1067,1,103.73,87.13,0.16
O18579,P1096,5,193.6,832.48,0.14
O12270,P1196,1,235.16,195.18,0.17
O10052,P1240,5,211.77,741.2,0.3
O23754,P1262,2,145.92,280.17,0.04
O16615,P1021,5,273.7,1190.6,0.13
O18640,P1057,2,262.72,430.86,0.18
O18281,P1085,1,14.81,13.77,0.07
O24407,P1022,5,202.13,727.67,0.28
O18920,P1277,5,127.01,628.7,
O10184,P1258,1,245.06,235.26,0.04
O16199,P1298,5,59.97,245.88,0.18
O23984,P1175,1,258.38,245.46,0.05
O24339,P1194,2,243.98,400.13,0.18
O17968,P1099,1,236.16,226.71,0.04
O15104,P1216,2,39.33,64.5,0.18
O16053,P1219,2,33.59,59.12,0.12
O18917,P1197,3,279.92,730.59,0.13
O16183,P1263,3,89.29,208.94,0.22
O18250,P1148,1,72.59,68.23,0.06
O16918,P1203,1,13.14,12.09,0.08
O21102,P1093,5,171.01,820.85,
O19777,P1257,2,17.65,25.77,0.27
O12568,P1094,3,80.14,211.57,0.12
O11652,P1091,5,264.43,1070.94,0.19
O19904,P1211,5,153.38,544.5,0.29
O10137,P1137,2,155.44,220.72,0.29
O12020,P1104,1,56.63,56.06,0.01
O19135,P1190,1,212.05,156.92,0.26
O18702,P1257,2,17.65,31.06,0.12
O14331,P1126,1,101.91,90.7,0.11
O20122,P1233,3,261.89,777.81,0.01
O24500,P1117,3,219.51,651.94,0.01
O14217,P1077,5,80.2,300.75,0.25
O19027,P1227,1,152.86,142.16,0.07
O23433,P1144,3,181.34,391.69,0.28
O18748,P1267,2,283.98,425.97,0.25
O13152,P1214,3,43.95,98.89,0.25
O16823,P1161,3,91.18,229.77,0.16
O18834,P1108,5,226.48,837.98,0.26
O21338,P1049,5,41.29,181.68,0.12
O22062,P1281,2,14.22,28.16,0.01
O16338,P1058,1,64.11,57.7,0.1
O12994,P1219,1,33.59,31.91,0.05
O13547,P1211,1,153.38,136.51,0.11
O20976,P1180,1,196.55,174.93,0.11
O16919,P1131,5,160.32,753.5,0.06
O22250,P1277,5,127.01,635.05,0.0
O14876,P1130,1,297.12,291.18,0.02
O15245,P1250,5,165.47,802.53,0.03
O20410,P1257,3,17.65,39.71,0.25
O13646,P1228,1,145.91,128.4,0.12
O18703,P1141,5,37.25,137.82,0.26
O21875,P1191,1,264.47,245.96,0.07
O23793,P1162,2,223.99,403.18,
O17293,P1274,2,233.97,360.31,0.23
O20525,P1106,3,75.04,204.86,0.09
O21567,P1236,2,268.43,467.07,0.13
O17189,P1029,1,104.35,94.96,0.09
O12076,P1222,5,284.7,1266.92,0.11
O22041,P1258,5,245.06,1017.0,0.17
O10378,P1044,3,146.94,343.84,0.22
O11315,P1039,3,43.6,103.33,0.21
O22886,P1235,3,291.26,786.4,0.1
O17972,P1144,1,181.34,154.14,
O13849,P1138,5,198.49,734.41,0.26
O13281,P1276,1,172.67,164.04,0.05
O14648,P1069,2,291.82,513.6,0.12
O11956,P1151,5,194.85,750.17,0.23
O20955,P1102,3,12.67,29.65,0.22
O16352,P1202,2,269.7,420.73,0.22
O14425,P1295,5,195.85,851.95,0.13
O19735,P1083,3,64.09,190.35,0.01
O21839,P1298,3,59.97,169.12,0.06
